Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.6626499985402916,0.33735000145970845,322.61684131622314
0.145550000667572,0.8544499993324279,323.485050201416
0.1324000060558319,0.8675999939441681,323.83442878723145
0.11304999589920044,0.8869500041007996,326.2598774433136
0.10415000319480897,0.8958499968051911,321.8807444572449
0.1078499972820282,0.8921500027179718,324.69998002052307
0.10320000052452087,0.8967999994754792,319.0846252441406
0.10204999446868897,0.897950005531311,322.8566994667053
0.10235000252723694,0.8976499974727631,325.20268726348877
0.10325000286102295,0.8967499971389771,326.6911723613739
