Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.4275499992072582,17243200,330.6988697052002
0.8585000038146973,17243200,320.993036031723
0.8331000089645386,17243200,319.8815803527832
0.9206499993801117,17243200,316.078816652298
0.9079999923706055,17243200,316.91123390197754
0.9179999887943268,17243200,317.1347026824951
0.9045499980449676,17243200,325.2538962364197
0.9109000027179718,17243200,325.726459980011
0.9427499949932099,17243200,322.5788743495941
0.9307000041007996,17243200,324.21764492988586
