Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.4567000031471252,17243200,321.37855434417725
0.866400009393692,17243200,322.156925201416
0.8955499947071075,17243200,325.51186776161194
0.9022499978542328,17243200,322.6414942741394
0.9157000005245208,17243200,325.5960886478424
0.9288999974727631,17243200,323.61585664749146
0.9360499978065491,17243200,341.3162260055542
0.9046500027179718,17243200,328.57695055007935
0.9369499981403351,17243200,333.89946579933167
0.914000004529953,17243200,328.07638001441956
