Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.543199998140335,17243200,331.63719844818115
0.9541499972343445,17243200,320.99099135398865
0.9635499954223633,17243200,328.5927963256836
0.9662500023841858,17243200,331.35972929000854
0.9728499948978424,17243200,325.7573266029358
0.9715499997138977,17243200,331.0245099067688
0.973499995470047,17243200,320.6557078361511
0.9771999955177307,17243200,324.3360161781311
0.9749500036239624,17243200,328.3392918109894
0.9775499999523163,17243200,327.2169270515442
