Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.2972500007599592,17243200,328.4487009048462
0.8619500041007996,17243200,318.6519889831543
0.8357500016689301,17243200,319.92252802848816
0.9533499896526336,17243200,324.60103249549866
0.9553999960422516,17243200,319.36588859558105
0.9537999927997589,17243200,318.8571300506592
0.9539999902248383,17243200,324.82598066329956
0.9505499958992004,17243200,317.7585942745209
0.9578500032424927,17243200,320.25465965270996
0.955900001525879,17243200,320.21884632110596
