Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.734150001034141,0.265849998965859,333.953289031982
0.418749994039536,0.581250005960465,320.242451429367
0.337450003623962,0.662549996376038,323.647120952606
0.280549997091293,0.719450002908707,329.714137792587
0.290849995613098,0.709150004386902,325.107517242432
0.308250001072884,0.691749998927116,324.270437002182
0.284799981117249,0.715200018882751,329.676368951798
0.282300001382828,0.717699998617172,322.366691112518
0.282749998569489,0.717250001430511,333.913837194443
0.28800000846386,0.711999991536141,318.531351566315
