Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.650349999219179,0.349650000780821,336.787905454636
0.411449998617172,0.588550001382828,325.126992940903
0.341349992156029,0.658650007843971,322.310526132584
0.286650002002716,0.713349997997284,330.254765987396
0.284199994802475,0.715800005197525,318.578443527222
0.302499997615814,0.697500002384186,327.188352823257
0.29210000038147,0.70789999961853,317.707911014557
0.313999998569489,0.686000001430511,318.242845058441
0.289549994468689,0.710450005531311,325.444485902786
0.289399993419647,0.710600006580353,321.891136169434
