Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.26939999777823687,17243200,320.5321424007416
0.5969499886035919,17243200,316.05410504341125
0.6613999962806701,17243200,328.50870752334595
0.6731499940156936,17243200,322.44439911842346
0.6845499992370605,17243200,321.9941334724426
0.6989000052213669,17243200,324.61056327819824
0.6849999994039535,17243200,323.99571561813354
0.7020500034093857,17243200,330.3700702190399
0.6840499937534332,17243200,324.1903624534607
0.6989999949932099,17243200,324.80868196487427
