Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.4667000025510788,17243200,343.0469160079956
0.8096000015735626,17243200,331.2847888469696
0.8180500030517578,17243200,329.09220790863037
0.8247500002384186,17243200,330.74274230003357
0.8330999910831451,17243200,326.11415457725525
0.8308500051498413,17243200,331.7974388599396
0.8248999953269959,17243200,329.12299633026123
0.8359000086784363,17243200,336.21252036094666
0.8290500044822693,17243200,329.30168437957764
0.8328999936580658,17243200,327.2440321445465
