Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.7386000029742718,0.26139999702572825,336.74071407318115
0.06260000467300415,0.9373999953269958,323.4969861507416
0.03180000185966492,0.9681999981403351,326.6151821613312
0.03554999828338623,0.9644500017166138,316.23916816711426
0.028600001335144044,0.9713999986648559,322.0736105442047
0.028599995374679565,0.9714000046253204,321.5168595314026
0.02544999122619629,0.9745500087738037,330.24050426483154
0.02445000410079956,0.9755499958992004,327.332138299942
0.023750007152557373,0.9762499928474426,314.7436318397522
0.029299998283386232,0.9707000017166137,322.3529284000397
