Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.7326500035822392,0.26734999641776086,344.7836720943451
0.2080500066280365,0.7919499933719635,323.52591037750244
0.08925000429153443,0.9107499957084656,326.4585540294647
0.08755000829696655,0.9124499917030334,326.5016088485718
0.06670000553131103,0.9332999944686889,323.59976959228516
0.06744999289512635,0.9325500071048737,331.81576681137085
0.06630001068115235,0.9336999893188477,324.0194401741028
0.07315000891685486,0.9268499910831451,322.60829973220825
0.0993499994277954,0.9006500005722046,325.58986043930054
0.058599996566772464,0.9414000034332275,321.0303225517273
