Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.49490000009536744,17243200,330.0181210041046
0.9445499956607819,17243200,332.0520420074463
0.9558499991893769,17243200,324.16927790641785
0.9605000019073486,17243200,321.0685570240021
0.9669499874114991,17243200,327.36192321777344
0.9693000018596649,17243200,330.65648007392883
0.9677500069141388,17243200,330.75309896469116
0.9669000029563903,17243200,329.93508195877075
0.9708999991416931,17243200,332.3383309841156
0.9667999982833863,17243200,344.9929893016815
