Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.5453000023961068,17243200,331.04351687431335
0.8313499987125397,17243200,327.9102728366852
0.8394500017166138,17243200,319.49462056159973
0.8719000101089478,17243200,318.4020445346832
0.8722000062465668,17243200,323.16244435310364
0.8967500030994415,17243200,324.13674807548523
0.8810500025749206,17243200,322.9633729457855
0.9055999934673309,17243200,328.31591629981995
0.8944000124931335,17243200,317.3899939060211
0.9078999936580658,17243200,322.5225489139557
