Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.5726999968290329,17243200,334.1005048751831
0.9562499940395355,17243200,325.8716027736664
0.9609499990940094,17243200,320.3097655773163
0.9676499962806702,17243200,327.9843969345093
0.9656500101089478,17243200,328.42706060409546
0.9627000033855438,17243200,327.41785430908203
0.9665000021457673,17243200,320.42575335502625
0.9690500020980835,17243200,327.63398003578186
0.9633499979972839,17243200,328.13086318969727
0.970500010251999,17243200,323.0876019001007
