Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.4609499961137772,18285280,334.00693106651306
0.6635000050067902,18285280,335.4041259288788
0.7033499956130982,18285280,331.08825755119324
0.7204000055789948,18285280,331.95482444763184
0.7163500010967254,18285280,330.62802386283875
0.727099996805191,18285280,326.92852902412415
0.7236500024795532,18285280,330.99806356430054
0.7215499997138977,18285280,327.45821046829224
0.7225500047206879,18285280,325.80910325050354
0.723199999332428,18285280,333.38425612449646
