Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.33155000656843187,18285280,336.9341435432434
0.7057499945163727,18285280,331.85817289352417
0.6926500082015992,18285280,329.1545104980469
0.7249499976634979,18285280,326.8716742992401
0.7310000002384186,18285280,327.0392541885376
0.7364000082015991,18285280,331.70892238616943
0.7169500052928924,18285280,334.9815626144409
0.7162499904632569,18285280,321.70779371261597
0.7286999881267547,18285280,328.83869552612305
0.7352499961853027,18285280,324.5154643058777
