Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.23029999807476997,18285280,340.68370175361633
0.45200000107288363,18285280,339.87052607536316
0.4853000074625015,18285280,337.8640296459198
0.5003999978303909,18285280,338.67270946502686
0.49924999475479126,18285280,334.5541651248932
0.529599991440773,18285280,338.780481338501
0.5295499980449676,18285280,373.5464367866516
0.5081500053405762,18285280,339.22091150283813
0.5305499970912934,18285280,340.9568119049072
0.5211999982595443,18285280,341.4304144382477
