Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.19030000120401383,18285280,342.9213604927063
0.49555000066757204,18285280,334.8350820541382
0.5492499887943267,18285280,327.4381227493286
0.5554500073194504,18285280,328.0846107006073
0.5737499982118607,18285280,332.4119427204132
0.5514999955892563,18285280,330.86444067955017
0.5685000032186508,18285280,329.9949116706848
0.5584500074386597,18285280,328.8294243812561
0.5556999951601028,18285280,329.8860640525818
0.5613499909639359,18285280,327.1854348182678
