Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.09864999949932099,18285280,339.90424513816833
0.4584999978542328,18285280,322.53724217414856
0.47980000376701354,18285280,328.5875105857849
0.5271500051021576,18285280,319.27727484703064
0.5099999994039536,18285280,324.06576657295227
0.5194999933242798,18285280,329.70181822776794
0.5366000056266784,18285280,325.7383487224579
0.5214499980211258,18285280,330.0591962337494
0.5291000038385392,18285280,322.4289228916168
0.5286500006914139,18285280,322.73537254333496
