Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.1812000021338463,18285280,332.7830958366394
0.6944500088691712,18285280,331.5925941467285
0.7271999835968017,18285280,332.6030504703522
0.7460000038146972,18285280,324.5704023838043
0.7596499979496002,18285280,327.8472168445587
0.770799994468689,18285280,332.3588914871216
0.765200001001358,18285280,328.2757759094238
0.7590999901294708,18285280,325.05501556396484
0.7683499991893769,18285280,324.14683508872986
0.7607999980449677,18285280,332.873370885849
