Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.08534999982221052,18285280,335.11420011520386
0.4754999965429306,18285280,326.0762026309967
0.5190499991178512,18285280,327.72383761405945
0.535599997639656,18285280,318.2215735912323
0.535149997472763,18285280,329.2185232639313
0.5393499970436096,18285280,323.83696484565735
0.5331499993801116,18285280,318.8231875896454
0.5514999985694885,18285280,325.1566514968872
0.5472000032663346,18285280,320.90108704566956
0.5623000025749206,18285280,327.07293343544006
