Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.932100001070648,0.0678999989293516,338.826480388641
0.574050000309944,0.425949999690056,329.518720388413
0.464200004935265,0.535799995064735,338.915360450745
0.459199997782707,0.540800002217293,329.287358283997
0.427350002527237,0.572649997472763,326.751635551453
0.448749996721745,0.551250003278256,331.630625963211
0.428550001978874,0.571449998021126,324.095773935318
0.423099994659424,0.576900005340576,327.677739858627
0.427250000834465,0.572749999165535,330.519827842712
0.421150001883507,0.578849998116493,331.817039966583
