Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.7702999971807,0.2297000028193,495.319462776184
0.322450000047684,0.677549999952316,460.974280357361
0.194900000095367,0.805099999904633,367.717728614807
0.181549996137619,0.818450003862381,395.608526468277
0.159699994325638,0.840300005674362,407.049024105072
0.152900004386902,0.847099995613098,340.343502044678
0.154750001430511,0.845249998569489,340.689313173294
0.155000001192093,0.844999998807907,342.318015813828
0.151950001716614,0.848049998283386,339.392288684845
0.152200001478195,0.847799998521805,337.82191157341
