Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.768749997764826,0.231250002235174,361.103723526001
0.329350012540817,0.670649987459183,349.806683063507
0.193550002574921,0.806449997425079,336.055306911469
0.18759999871254,0.81240000128746,351.240096330643
0.180750000476837,0.819249999523163,349.795219659805
0.180649995803833,0.819350004196167,352.32346534729
0.172050005197525,0.827949994802475,350.274450302124
0.169699996709824,0.830300003290176,338.001260042191
0.177400010824203,0.822599989175797,350.452717542648
0.170549994707108,0.829450005292893,348.569005966187
