Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.738900001347065,0.261099998652935,337.530391454697
0.323250007629395,0.676749992370606,321.547389984131
0.26424999833107,0.73575000166893,330.589629173279
0.253949999809265,0.746050000190735,326.71973991394
0.254149997234345,0.745850002765656,326.547605752945
0.266200000047684,0.733799999952316,324.326184034348
0.256500005722046,0.743499994277954,327.500406265259
0.254149997234345,0.745850002765656,331.945648431778
0.259349989891052,0.740650010108948,327.448992967606
0.262599992752075,0.737400007247925,331.425229787827
