Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.845700000738725,0.154299999261275,344.855468511581
0.572950005531311,0.427049994468689,334.695513248444
0.505700010061264,0.494299989938736,331.947806119919
0.503700000047684,0.496299999952316,332.294476032257
0.481099998950958,0.518900001049042,339.266117095947
0.502449998259544,0.497550001740456,327.899040222168
0.462799999117851,0.537200000882149,331.467853307724
0.452550005912781,0.547449994087219,329.226549863815
0.462150001525879,0.537849998474121,331.95122051239
0.468499994277954,0.531500005722046,331.610856294632
