Round_Test_Error,Round_Test_Accuracy,Wall_Clock_Time
0.738949997723103,0.261050002276897,333.301350355148
0.379799997806549,0.620200002193451,327.957030057907
0.262050002813339,0.737949997186661,335.607566833496
0.251350003480911,0.748649996519089,325.80241894722
0.258849996328354,0.741150003671646,331.308809757233
0.242949992418289,0.757050007581711,340.58598947525
0.24679998755455,0.75320001244545,335.456401586533
0.256300002336502,0.743699997663498,332.472373485565
0.248250007629395,0.751749992370606,330.125798463821
0.24925000667572,0.75074999332428,328.636137962341
