Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.22860000021755694,17243200,333.7428228855133
0.7114000022411346,17243200,328.9487714767456
0.7685499966144562,17243200,321.3863322734833
0.7680000007152558,17243200,325.3527023792267
0.7732999980449676,17243200,319.9109134674072
0.785149997472763,17243200,315.43141889572144
0.7798000007867814,17243200,328.8827614784241
0.7778999954462051,17243200,327.02623748779297
0.7982000052928925,17243200,329.82105827331543
0.7899000108242035,17243200,327.60196018218994
