Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.2301499977707863,17243200,346.9522154331207
0.7837000072002411,17243200,328.3493778705597
0.8321999967098236,17243200,327.7764356136322
0.847299998998642,17243200,334.11482524871826
0.8502000033855438,17243200,327.2628526687622
0.8477499902248382,17243200,328.50741362571716
0.8547500014305115,17243200,326.70562839508057
0.8475000083446502,17243200,316.31391882896423
0.8573499977588653,17243200,329.7361001968384
0.8520000040531158,17243200,319.92277431488037
