Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.307750004529953,17243200,324.0203375816345
0.6774499952793122,17243200,313.84013175964355
0.7083000004291534,17243200,315.7719452381134
0.738099992275238,17243200,332.77127957344055
0.7415499925613404,17243200,327.71578454971313
0.762550002336502,17243200,323.4265468120575
0.7408500015735626,17243200,323.22201895713806
0.7432000041007996,17243200,322.72940039634705
0.8032000005245209,17243200,317.499769449234
0.7606500029563904,17243200,322.7238268852234
