Round_Accuracy,Total_Communication_Cost,Wall_Clock_Time
0.23750000074505806,17243200,331.1206681728363
0.8084500014781952,17243200,323.0058009624481
0.8276499927043914,17243200,318.77731943130493
0.8391999959945678,17243200,323.1218168735504
0.8406499981880188,17243200,322.73155426979065
0.8457000017166137,17243200,318.1177439689636
0.8468499958515168,17243200,322.0875587463379
0.848499995470047,17243200,322.53294920921326
0.8520000100135803,17243200,322.4100012779236
0.8519999921321869,17243200,323.3561029434204
